 f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51,Type
3.470187231,1.529183831,0.47550313,-0.299058254,-0.626356164,-0.743721449,-1.037449196,-0.581119136,-0.398196186,-0.654100371,-0.059352477,-0.271046192,-0.211602355,0.262872815,0.278660806,0.351860106,0.542251686,0.698685212,0.969005985,1.233058253,1.664841832,1.544002634,2.096342053,2.643863928,2.573869237,2.306981535,4.211173624,0.945390532,-0.766675971,-1.087162607,-1.340113795,-1.382158532,-1.588407903,-0.992943562,-0.822705646,-0.822193422,-0.604401939,-0.424730796,0.126035065,0.618628351,0.424326031,0.478842449,0.803048439,1.019216687,1.148057803,1.434608871,1.806604885,1.550006114,2.220607019,2.380823301,2.570962906,2.320556117,real
4.322289789,0.595663974,-0.573600033,-0.979891608,-1.024643031,-1.538092059,-1.238290118,-1.731116812,-0.921909223,-0.943234698,-1.019293217,-0.576591688,0.204339918,0.001541693,0.616396718,0.75622746,0.944022894,0.599019594,0.625836592,1.009026404,0.938097437,1.698461287,2.085838967,2.273711576,2.094567278,2.549059386,3.52159846,2.07890456,1.271229034,0.602383795,0.217916383,-0.138025566,-0.359539681,-0.292699739,-0.230701924,-0.703526037,-0.848174195,-0.921820891,0.274831331,0.53868081,0.63281935,1.008823825,1.024687178,0.693489607,1.275621324,1.10077953,1.374112057,1.956050916,2.182609376,2.454613505,1.857221967,2.032409985,real
5.80888573,2.644473904,2.267110827,1.173429406,0.879858757,0.611408417,0.432661367,-0.006786085,-0.316025294,-0.055578079,-0.290734686,0.28743517,0.499788309,0.733743324,0.523184139,0.125899541,0.730062558,0.821696862,1.417697298,1.393978247,1.788689124,1.674750923,2.123938084,2.362528129,2.66567339,2.57787574,5.768679223,2.889923802,1.689190097,0.932822061,0.14035212,-0.174190368,-0.474877494,-0.114937849,-0.284569916,-0.435908808,-0.000996051,0.400236098,0.75331211,0.347093049,0.366499478,-0.001059647,0.990674026,0.697390587,1.103233339,1.575759017,1.89523105,1.365571888,1.622008205,2.251190113,2.820410804,2.345253428,real
3.775713834,0.495278897,-1.255103935,-1.588304272,-2.125368998,-0.75038073,-0.898411729,-1.193010822,-0.804863811,-0.937179573,0.094008809,-0.279767613,0.340136603,0.108559702,0.387222781,0.120568764,0.511991251,0.721986302,0.607037015,0.674541749,1.287821692,1.710794776,1.924402186,2.318947738,2.308274195,2.159886427,3.694179473,1.411060299,0.61875167,0.144126366,-0.499817734,-0.491412221,-0.44096379,-0.43430629,-1.153332111,-0.602710672,0.143723296,-0.017681115,-0.032919957,0.655158329,0.24937912,-0.078035163,0.23583018,0.235535157,0.704825722,0.863108221,0.814429085,1.59157514,2.014918213,2.063210836,2.373243432,2.300511714,real
5.369497982,3.211812152,2.524573221,2.003642173,1.775235147,2.015021778,2.000748623,2.009428541,1.883216094,1.738028628,1.818159146,1.809830696,1.904140507,1.627524376,1.364102257,1.447257213,1.375962258,1.160928282,1.404689158,1.760551698,2.116221032,1.650135487,1.957956238,2.421364608,2.414820164,2.67952597,5.240906725,2.833495823,1.834832981,0.754240747,0.219208761,0.370418125,0.207684966,-0.463094266,-0.185725776,-0.49125934,-0.106888284,0.029169261,0.943503698,0.448474648,0.305776165,0.836959917,0.563809331,0.506453438,0.729636777,0.971826833,1.617311825,1.502411219,1.88198512,2.083793227,2.160093425,2.548021966,real
5.329981587,3.182155921,1.980099795,1.17853626,0.75266559,0.307787083,0.513318129,0.103161989,-0.005933244,0.128352559,-0.354547936,-0.503731881,-0.051236007,0.250138854,0.678117846,0.553537332,0.515323918,0.631733191,0.73315105,1.233821408,1.534089547,1.974702586,1.878492478,2.528833873,2.346354606,2.777108982,5.312415686,2.089816734,1.594462814,0.574347717,0.302357971,0.040124126,-0.214923566,-0.919620488,-0.456726501,0.000115319,0.317628386,-0.007406511,0.076363665,0.536100042,0.833091817,0.446189013,0.834353282,0.79411433,0.966662346,1.345548701,1.413754054,1.44695176,1.66954196,2.365413723,2.290408684,2.507827618,real
4.65822046,0.957352046,-0.768469712,-0.57453324,-0.609318513,-0.548707533,-1.495417657,-1.814034907,-1.424256599,-0.634800284,-0.705510783,-0.415155284,0.380210719,0.348879674,0.523269395,0.677345843,0.646949909,0.436036653,0.891822371,0.766406882,1.57931199,1.551638782,2.163983408,2.237018855,2.333334442,2.447237459,4.246020516,1.398765363,0.71892772,0.158554304,-0.787110162,-0.656019984,-0.450043468,-0.923133516,-1.106546315,-0.496018446,-0.510859422,-0.444680689,0.367042242,0.411890404,0.254940213,0.17824913,0.536323936,0.936187025,1.091157279,0.786606939,1.781599966,1.68259455,2.345469651,2.351944047,2.425645463,2.551877154,real
4.574010452,0.531078901,-0.735844739,-0.777858351,-0.85460324,-2.200473232,-0.754315314,-1.417545722,-1.347936531,-0.658989775,-0.103587824,0.04465752,-0.572455651,-0.285991345,-0.075112101,0.479630894,0.535921211,0.067146018,0.826599494,1.337679366,1.486965593,1.593763973,1.981620787,2.281724522,2.03774973,2.438027933,4.092200437,2.618429238,1.766028594,1.086635149,0.341507674,0.060423632,0.673449566,0.00081748,-0.211158652,-0.255760082,-0.365357286,-0.115317681,-0.443177732,-0.181665356,0.188968051,0.570233837,0.078162698,0.68476188,0.969732998,1.203268992,1.189227948,1.551107998,1.672171761,2.50853235,2.265267873,2.752105778,real
4.454997505,1.49211032,1.061275039,0.318144961,0.227986127,-0.406322497,0.298516561,0.10707575,-0.455555435,-0.496735486,-0.550669233,-0.169866162,0.33927654,0.611225125,0.482922182,0.906515395,1.17572021,1.287689904,1.29467251,1.473569673,1.61796533,1.501909191,2.360339233,2.619975355,2.183628707,2.945603883,4.395578762,0.951420293,-0.1469428,-1.234989547,-0.881699062,-0.851006212,-0.527875816,-0.266661301,-0.544542704,-0.70388964,-0.126542283,-0.404662977,0.336389091,0.45168588,0.361629526,0.474449708,1.119307583,0.596682694,1.193430878,1.390696778,1.526675604,1.733447945,2.404872203,2.581798174,2.149805529,2.714045117,real
6.06781638,5.03142419,4.617085715,4.565172316,4.407896639,4.486159966,4.436197486,4.289276275,4.114018417,3.670381417,3.182227791,2.719498103,2.072002485,0.780906206,0.511437993,0.618498042,0.726767757,1.345743818,1.75969879,1.370257254,1.215952186,1.795024705,2.235911418,2.886395619,2.531414964,2.822543009,4.943284605,1.675458445,0.558971833,-0.192900263,-1.309193876,-0.693029368,-0.264258616,-0.608784555,-0.649495674,-0.077570925,0.334724484,0.024521052,0.913018405,0.299069335,0.570024956,0.149067683,0.638205688,0.551697323,0.872293357,1.271340136,1.145315876,1.764862302,2.066638283,2.473457251,2.526601978,2.555170887,real
5.35396212,1.28937576,0.000357514,-0.434125807,-0.494306626,-0.87982223,-1.161464083,-0.961068204,-0.720631745,-0.412182266,-0.399565254,-0.127391573,0.284869789,-0.231267486,0.254964313,-0.218428826,0.023143232,0.679618902,0.89004161,1.232307498,1.804028014,2.134148582,2.393901032,2.262932426,2.673305975,2.547451301,5.687443899,1.567492919,0.724887533,-0.375261989,-0.689461793,-0.609532168,-0.594167698,-0.780807319,-1.425848904,-0.644359644,-0.47282089,-0.291383831,1.110761753,-0.203663296,-0.197761467,0.00896553,0.478839174,0.656115419,0.953618701,1.392787355,1.857395809,2.01919733,2.422236748,2.243539995,2.743948538,2.71950686,real
6.363300206,3.79897584,3.176395583,1.985341328,1.48599099,1.426961482,1.099735747,0.742221128,1.002263198,0.534653692,0.759591303,0.889537814,1.082053043,1.496667456,1.130967519,0.879351437,0.93019498,0.460344397,0.69914029,1.327881282,1.530525367,1.593341122,2.387998992,2.603015518,2.247912671,2.619470071,6.411920182,3.19517364,2.48379829,1.40774165,0.918007215,0.715956229,0.796329347,0.511845961,0.639390735,0.28924821,0.514744612,0.096188095,0.491764779,1.11584974,0.939731022,0.463185083,0.995420832,0.80343157,1.058701182,1.482128242,1.467695362,1.932828221,2.447974002,2.563903707,2.304105006,2.626864845,real
5.444964859,3.713981121,3.483671234,3.33332651,3.134622077,3.274803388,3.13187586,2.915319079,2.778857858,2.49332362,2.033174537,1.591292441,0.846147293,0.677764082,0.427144582,0.427872926,0.846470775,0.375427094,1.028854219,1.409874423,1.538646424,1.314880528,2.29236148,2.734294107,2.4068592,2.482202762,5.4839812,4.018272949,3.224876509,3.190873202,3.11915459,3.117789587,3.104830468,2.872929798,2.74476444,2.415031104,1.999831336,1.558659216,0.797002694,0.513948991,0.096470827,0.555602933,0.593928865,0.396319697,0.788831571,1.313770203,1.083176453,1.694744905,2.321693022,2.710213526,2.393774251,2.510539066,real
4.036947737,1.352653419,0.097736785,-0.251906386,-0.142444438,-0.229880777,-0.674412346,-0.627447834,-1.23933874,-0.853818937,-0.081659942,0.077035532,0.62970865,-0.057409917,0.085108068,0.688265806,0.749978132,0.463934614,1.270968296,1.482654839,1.53244536,1.50408955,1.794434643,2.212321913,2.661796054,2.66363737,5.050151576,2.594831653,1.469878817,0.508222725,0.33983235,-0.334108302,-0.131888407,-0.436016402,-0.190841738,0.089433958,-0.088508005,-0.13910035,0.430592001,0.121041459,0.336722257,0.646988121,0.953238953,0.592084564,0.774466408,1.37594843,1.679212035,1.703531141,2.029160364,2.058172266,2.708723857,2.905340894,real
4.032899759,1.376527484,0.140663253,-0.767734322,-1.287295643,-0.607396657,-0.796829129,-0.500041373,-0.602957999,-0.72241447,-0.933986811,-0.243170891,-0.372632489,0.143527522,0.568331493,0.249073285,0.532488043,0.963621188,0.869089927,1.195241037,1.798108768,2.124770109,2.092706877,2.254859613,2.306418809,2.377462766,3.907475469,2.079285063,0.599265314,-0.429490578,-0.759366385,-0.443931933,0.016311767,-0.0704901,-0.15553921,-0.995101812,-0.807980576,-0.397246345,0.172447493,0.502591687,0.516541905,0.889016511,0.655459331,0.776757095,0.929914263,1.350523193,1.621723154,1.741064361,2.054354273,2.516883618,2.578158785,2.750034207,real
4.364248701,1.799155048,0.51208329,-0.765000287,-0.3991594,0.054964765,-0.445141895,-0.813464613,-0.703527855,-0.421540785,-0.364430099,-0.420624068,0.601388173,0.659297858,0.468143575,0.571673879,1.185286831,0.945213039,1.038127921,1.219606099,1.594264407,2.338445061,2.255637106,2.892215431,2.922091977,2.583559139,5.214022456,2.839522186,1.479649262,0.969256631,0.436576005,-0.182103825,-0.22816755,-0.556512204,-0.625262668,-0.197075184,0.163022826,-0.229423799,0.783742753,0.421114304,0.394187469,0.568301265,0.829019542,1.073212657,1.173967899,1.217705176,1.743053928,2.119404691,1.96680219,2.683116379,2.703571487,2.638504035,real
4.445294313,1.266591613,0.512806017,0.137765725,-0.56749258,-0.847281015,-0.434879574,-0.595597508,-0.350281854,-0.539916075,-0.945937604,-0.541492737,0.367690377,0.650475242,0.617290001,0.575412597,0.732958228,0.560596426,0.931926556,0.973737134,1.780586671,1.88914336,2.236566985,2.508656936,2.087941777,2.520289179,5.460766672,3.767194988,2.665477691,1.48599797,1.159690065,0.845566443,0.82022013,0.819911662,0.679173543,0.456038907,0.301492424,-0.330209593,0.232256877,0.798237391,1.258943868,1.062837694,0.734827753,0.969355195,1.297463972,1.348140707,1.860213983,1.970765148,2.240316807,2.432370124,2.258016504,2.391681336,real
5.506299985,2.319605594,1.167725491,0.607309866,0.043747528,-0.155335904,-0.091699888,-0.26010911,0.208282587,-0.412446876,-0.142876733,0.264232577,0.54643207,0.801397935,-0.014526741,-0.026205168,0.67917462,0.176967808,0.49351699,1.046264599,1.803056629,1.805228647,1.728583599,2.324932039,2.574857349,2.501095062,5.371224575,2.717341173,1.713621898,0.649515312,0.622343875,0.429488669,-0.176426571,0.335708307,0.151378219,-0.197688714,0.465856204,0.565603214,1.008344964,0.74596216,0.345369343,-0.107417991,0.379513485,0.31660979,0.472120486,1.407506531,1.787810654,1.692550516,1.716400637,2.16820027,2.577699169,2.778169235,real
4.091873636,1.852202133,1.158658278,0.5936953,0.042730579,0.046245888,-0.607654005,-0.595747804,-0.485320012,-0.571303222,-0.195733435,-0.09329471,0.821641076,0.560786017,0.665964388,0.445996061,0.349910663,0.842053639,0.827858252,0.987193797,1.544483137,1.946405589,2.089799518,2.425884773,2.574063983,2.551747407,2.244528189,0.44445148,0.177268749,-0.514933982,-0.50541969,-0.282559401,-0.609131712,-0.887420983,-0.905632373,-1.063495655,-0.127056774,0.10598785,0.716594286,0.46409302,0.186432549,0.485827593,0.661971476,0.957530466,0.867161777,1.279236103,1.884110575,1.779807611,1.811652637,2.324250004,2.510837627,2.845105264,real
3.707475671,0.897354032,0.163251436,-0.55564568,-0.477799909,-0.882523522,-1.346027059,-1.16438331,-1.193843912,-0.867042351,-0.209545901,-0.231756779,0.291620958,0.198428416,-0.011142648,0.546219161,0.620408589,0.789511261,1.165135882,1.274798536,1.249337357,1.991590218,2.197723199,2.238986914,2.13231413,2.435449494,4.358069073,2.454256376,1.554469997,1.049715545,0.698180557,0.277336386,-0.028783268,-0.596347316,-0.67191329,-0.346162217,0.258415654,-0.333958942,-0.219032928,0.907890333,0.318932422,0.213691684,0.556191295,0.933670153,1.360179842,1.47477276,1.508466726,2.236535621,2.370194607,2.44663246,2.219559626,2.325536964,real
