 f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51,Type
1.34347373,-0.515352611,-1.304488096,-2.031770249,-2.46250829,-2.618916459,-2.624701494,-2.261457608,-2.584726735,-1.483466202,-1.430786794,-0.595285635,-0.531819502,-0.513470946,-0.42458816,-0.186667074,-0.238385911,0.520039499,1.143787921,1.113256616,1.554381166,2.191483329,1.798541759,2.058398063,2.977283254,2.511327546,-0.4917648,-1.745432974,-3.760261145,-3.539324977,-3.507593404,-3.038887369,-3.143491181,-2.576053603,-2.300452659,-1.025988792,-0.960307768,-0.913004156,-0.695177615,-1.007218428,-0.750413087,-0.184720221,-0.197624729,0.603970779,1.266932321,1.059470128,1.535497499,2.136285352,1.747511676,2.014004005,2.611058197,2.387097872,fake
0.885572647,-0.796057366,-2.63469262,-2.248871461,-2.411636924,-2.251101199,-2.299798501,-2.10012477,-1.742139075,-1.201177993,-0.916177056,-1.080989722,-0.421961173,-0.71926909,0.200903068,0.237208153,0.794453509,0.575459916,1.481047726,1.333730697,1.340353017,1.977653536,1.788178616,2.553610645,2.880357903,3.808999186,0.104103343,-1.631307049,-2.275565371,-2.23197588,-2.31489803,-2.369514996,-2.03933176,-2.506022344,-2.409295205,-1.245572477,-0.776834819,-1.302899852,0.145402274,0.026537409,0.112522622,0.423170299,0.845704833,0.764448673,1.284906736,1.268421282,1.759062071,2.025169857,1.950353421,2.669368094,2.532897976,3.828098391,fake
2.291753687,-0.153904185,-1.09893681,-2.021050698,-1.864190059,-2.643748258,-2.349125128,-2.156597009,-1.894345819,-1.22954693,-0.987274608,-1.299196484,-0.267146709,0.070172683,0.040135028,0.237067398,0.702375532,0.730166097,1.131857588,1.595099886,1.677511254,2.187724253,2.095535611,1.97808886,2.471654589,5.558922201,2.078601634,-0.343174646,-1.978578836,-1.898798593,-2.179492706,-3.173926938,-2.478207451,-2.398442339,-1.131524072,-0.726737391,-0.967234646,-0.867597647,-0.150436791,0.189166896,-0.087894946,-0.025387089,0.145701226,0.462364107,1.019573965,1.316315745,1.675862515,1.512750423,2.149062385,2.261235967,2.477791762,5.602919045,fake
1.148395012,-1.872293238,-1.651158397,-2.961901558,-2.785358605,-2.805221592,-1.896461367,-1.779308703,-1.949726623,-1.778001592,-1.209308284,-0.110160538,-0.30534022,0.146152401,0.140082259,0.377071519,0.528643599,0.793556847,0.508941361,1.221659892,1.22245752,1.476263784,2.381596794,2.610399647,2.727085931,4.647514223,0.850926904,-1.040071936,-1.613017393,-3.205878736,-2.311299913,-1.618785108,-1.763871503,-2.543465214,-1.762804242,-1.228833756,-0.82748889,-0.32826705,-0.234571904,-0.273672387,-0.258851539,0.210745739,0.843762136,0.947997891,1.170716962,1.048465419,1.39505481,1.702144082,2.409572759,2.536898505,2.56244856,4.824327519,fake
1.784032287,-0.337520851,-1.235899488,-1.859640911,-1.792634304,-2.536142028,-2.338249769,-2.000949726,-2.055019599,-1.411734515,-1.19409723,-0.910031584,-1.632118601,-0.603245463,0.00488447,0.297779335,-0.103098157,0.977718898,1.124643264,1.304205052,1.287378194,1.677459682,1.828418908,2.32446235,2.266478297,2.668783701,1.146580587,-0.460900982,-1.060483481,-2.8595958,-1.96081652,-1.855410801,-1.848643823,-1.853346444,-2.299839999,-1.868606287,-1.446459662,-1.050001828,-1.622893713,-0.999309986,-0.191521069,0.344118255,-0.336167032,0.578421551,0.822014926,1.170270557,1.325811658,1.914159153,1.993243795,2.377326345,2.205910393,2.720546555,fake
0.501879095,-0.814684624,-1.487737601,-2.194137026,-1.978929829,-2.849369541,-2.178832538,-2.509433672,-1.982508756,-0.435093668,-0.846628003,-1.390424304,-0.741102212,-0.588477354,0.247649591,0.721470092,0.582893112,0.613464076,1.260403756,1.217644063,1.299617465,1.993188277,2.387830023,2.348546073,2.62772555,3.83933649,0.933639664,-1.98051441,-2.372124268,-2.101456878,-3.174178528,-2.20157102,-1.79128692,-2.514454443,-1.744218905,-1.377874348,-0.964889992,-1.449679254,-0.813804526,-0.170312084,0.297529862,0.706254391,0.65265371,0.349076995,1.500549883,1.641473573,1.739811291,1.938067066,2.048904973,2.414095943,2.518883356,3.559684182,fake
1.128260458,-1.187643748,-2.212264054,-2.101249771,-2.022739003,-1.692224582,-2.03783211,-1.196266842,-1.826328908,-1.751743193,-0.972102074,-0.402163539,-0.19204668,0.11122708,0.086665881,0.003962218,0.301600846,0.510292086,0.604681383,1.170147918,1.720831,1.434737306,2.124635837,2.770434094,2.28299579,3.228441456,-0.570967261,-2.322568526,-4.078757687,-3.646792208,-3.25748581,-1.996447267,-2.082790968,-1.575143937,-1.882520013,-2.013619155,-1.169698272,-1.261525776,-0.615944093,0.141070941,0.079911381,-0.186385522,-0.042420831,0.52172856,0.912926794,1.292830835,1.648390251,1.305626322,2.313543923,2.777092317,2.058543271,3.238465912,fake
0.094687227,-1.132947656,-2.113471181,-3.074805336,-0.932642384,-1.692363444,-2.441877385,-1.427460398,-1.591877478,-1.317455024,-0.94223616,-1.131064553,-0.23854418,-0.097911407,0.219973514,0.912642791,0.709475313,0.898476395,0.540118983,0.638265911,1.774633542,2.102126586,1.984413576,2.256045335,2.700944588,5.816937092,-0.289543437,-2.726625229,-3.542910666,-2.905212916,-2.052928363,-1.538298223,-1.929953724,-2.260899237,-1.206664537,-1.602137661,-1.348386309,-0.774535339,-0.089316659,-0.137742206,0.270157179,0.966206159,0.36350339,0.72262879,0.637121759,0.79191897,1.959910371,1.88481427,2.182784182,2.214624709,2.581495487,5.532390278,fake
1.379628828,0.012190755,-1.066309309,-2.295669185,-2.024629397,-2.748678785,-1.890784743,-1.406885132,-1.285516605,-1.491595176,-1.88848698,-1.257124558,-0.574755462,0.100427575,-0.092590046,-0.549211934,0.117093188,0.781590114,1.145179823,1.123289605,0.934286783,1.824744262,2.037833316,2.551234107,2.427874817,3.965134931,2.230221055,-0.351777964,-1.114751075,-2.570594774,-2.454274747,-3.117084268,-2.299386682,-1.708347304,-1.029745332,-1.565003724,-1.854546375,-1.092785484,-0.336282925,-0.4146244,0.222889338,0.611032811,0.151768219,0.748617834,0.969939686,0.778304549,1.066935515,1.981493269,2.359789724,2.364810296,2.687466011,4.004373911,fake
1.18594592,-3.089458761,-2.348937222,-2.421028578,-2.363219005,-2.626057549,-2.562354415,-2.230441132,-2.220203707,-1.590105721,-1.029365332,-0.342802762,-0.612367838,-0.51005802,-0.887532483,-0.121115489,0.329401024,0.983779221,0.570345527,1.223139727,1.123799087,1.398419241,2.050741154,2.605743214,2.7516775,3.625841859,1.09224425,-1.167189765,-2.969022655,-2.520581638,-2.78166572,-2.664497375,-2.342756949,-1.904142605,-2.28454633,-1.707778534,-1.535148117,-0.433367533,-0.666284328,-0.892210832,-0.741730347,-0.077504085,0.743224479,0.738170266,0.629212721,1.259667328,1.30243998,1.284789576,1.991720835,2.400482804,2.52584279,3.667062367,fake
-0.147656363,-2.467411197,-1.753040256,-2.120478943,-2.394234762,-1.913727925,-2.182029465,-1.801125676,-1.805864804,-1.428399324,-1.217027529,-0.531976449,-0.377046081,-0.146841327,0.117682368,0.586579687,1.014759889,1.061765745,0.93970016,1.242637817,1.974852434,2.049568413,2.198871139,2.347084907,2.439810058,4.195582109,-0.225436575,-1.547533595,-2.353493795,-3.094782923,-3.310360594,-1.967023764,-2.03643508,-1.688176092,-2.042648602,-1.748350446,-1.266097564,-0.519359422,-0.350425708,-0.54431899,-0.33060452,0.343084098,1.196143695,0.762673146,0.590934544,1.241253556,1.720272129,1.87997081,2.094249761,2.369262627,2.250744729,4.077040501,fake
1.17193641,-1.414835242,-1.463040557,-2.247064041,-3.032267738,-2.586428877,-2.350722015,-1.941830779,-1.977530486,-2.291198611,-1.874003788,-1.509325703,-0.228419846,0.278162924,-0.484147742,-0.179845537,0.916734561,0.731566395,1.474743835,1.9235201,1.815631409,2.053527189,1.901498334,2.170816411,2.539198964,4.429499823,0.570440112,-1.205217055,-1.799635143,-1.557024504,-2.407642967,-3.799964006,-1.958878753,-1.827628016,-1.188117425,-1.048632047,-0.655637623,-0.862721067,-0.091727801,0.586346966,-0.205144576,-0.141218636,0.827587553,0.983689775,1.204830258,1.49903032,1.588427135,1.978427661,1.954887214,1.95477275,2.603610594,4.516949504,fake
0.707279048,-1.161643934,-3.172846767,-3.344100039,-2.591655195,-2.619715063,-3.174990901,-2.895423935,-2.504651195,-1.749296666,-1.295105187,-0.664727311,-0.775433479,0.108466649,0.343094496,0.109534517,0.1704907,1.135652023,1.426556945,1.303062526,2.051988813,2.126918088,2.137466703,2.352025197,2.262917118,2.864114472,1.038316505,-0.441244018,-1.128815924,-2.027578902,-2.447194608,-2.171102504,-2.884248176,-2.460996591,-2.643561277,-0.969010855,-1.150706975,-0.992645856,-0.738907939,-0.079558249,-0.096053544,-0.124843036,0.258365408,1.04198278,1.094266558,1.320391786,1.780764628,1.847775647,2.24991994,2.63317604,2.437338536,3.018929513,fake
1.341909582,-0.688757206,-2.254817845,-2.498076467,-2.370605068,-2.588221681,-2.345152281,-2.379527084,-1.654422038,-1.004612059,-1.312386607,-1.382286859,-0.811268367,-0.057659848,-0.43406741,0.495109231,0.363353319,0.824189569,0.905649556,1.316656746,1.447677417,1.694671127,2.297474569,2.039755061,2.627862042,4.76581567,1.688597535,-0.713684318,-1.708226076,-2.106171939,-2.58700863,-2.023565694,-2.452126496,-1.98718695,-1.269211581,-1.43439586,-1.086442411,-0.958856061,-0.699503576,-0.250196193,-0.594154345,0.711242131,0.169685608,0.886985032,0.979467571,0.994319315,1.444802514,1.704152326,2.217594914,2.096826407,2.533530537,4.886519653,fake
-0.715296801,-1.803253928,-3.080610673,-2.806123744,-2.858718785,-2.85935084,-2.537862322,-2.264001746,-1.909352287,-1.463085413,-1.516675064,-1.704801381,-1.683139627,-1.626941943,-0.253585124,0.046676799,0.172767514,0.801223143,0.902854255,1.465660149,1.652689822,1.256375483,2.070477003,2.45935984,2.572167324,3.77794661,-0.10374435,-1.46456965,-2.807286159,-2.718250805,-2.668471818,-2.734056134,-1.739731008,-2.274687347,-1.713521038,-1.528357693,-1.120938713,-1.544566941,-1.18056518,-1.088062708,-0.495473027,0.016412619,0.421293072,0.834030226,1.019298506,1.233860984,1.768855126,1.385512311,1.874125431,2.49397305,2.471722378,3.63304575,fake
0.09009327,-1.560893461,-2.415195426,-3.276189639,-2.438180536,-3.419479741,-2.867455166,-1.947031295,-1.870304875,-1.781098152,-1.437969073,-1.059372003,-0.418783687,0.158472818,-0.184452744,0.544415582,0.519060875,1.412181783,1.152318302,1.236473648,1.552118399,1.981815066,2.048020104,2.545913356,2.611158858,2.946266648,-0.847405331,-2.875935421,-1.406374029,-2.635333639,-2.69551789,-2.424709875,-2.654511744,-2.52313886,-2.213121084,-2.240259921,-1.923184652,-0.704451415,-0.976339603,-0.559289672,-0.806381567,0.46893238,0.534756922,1.323257995,0.953073702,1.054192733,1.481821692,1.866746843,2.105226982,2.429731487,2.553541274,2.812760132,fake
0.397111618,-2.135096761,-2.424457823,-2.473657814,-2.252232193,-2.52198855,-2.208302229,-1.549026045,-2.106464533,-2.515950479,-1.473496994,-1.495027955,-0.106047218,0.297363274,0.234449022,0.376063018,0.149400537,0.363539711,1.013200428,0.830280635,1.12356484,1.850858545,2.452482877,2.025523329,2.621351597,6.121650548,0.294130383,-1.941317744,-1.96331295,-2.024637251,-1.603441852,-2.205110654,-2.20012464,-1.572963884,-2.303592594,-1.856049253,-0.957078609,-0.772520814,0.05080092,0.025198874,-0.091627171,-0.702077202,0.035517182,0.49883441,0.859167066,0.748111135,1.238247979,1.843904471,2.545913459,2.483187795,2.663476299,6.047606634,fake
0.265207763,-1.923889818,-2.576313724,-2.123362505,-2.635836515,-2.464728456,-1.866379116,-2.979706407,-2.078751407,-1.705540465,-1.419514955,-0.409308399,-0.752350076,-0.738587308,0.089500644,0.483537738,0.645953395,1.035344989,0.758486966,0.984273598,1.772818352,2.118265061,2.224428013,2.65264795,2.530676048,4.707674552,0.854900122,-1.54825421,-2.256641048,-1.913986205,-3.048880554,-2.254129586,-1.802684707,-1.740844428,-1.919965192,-2.328357601,-1.75493325,-0.692920187,-0.460431177,-0.534473602,0.025887218,0.546074053,0.679924918,1.097598524,0.798283733,0.634564343,1.59923681,2.014836672,2.159624684,2.05207375,2.344108774,4.641145489,fake
-1.19280748,-2.260780423,-2.757962837,-3.646697633,-2.840437319,-2.811931365,-2.259388164,-1.951325899,-2.027108246,-1.632394176,-0.359004666,-0.467273608,-0.257405448,-0.022307651,-0.065932687,0.385503874,1.041150408,0.550907504,1.278770325,1.493983436,1.689345101,1.522147222,2.159292462,2.212354041,2.677462631,4.049929368,0.459394939,-1.855665983,-2.904537896,-2.982064148,-2.913277333,-2.570828257,-1.756634126,-2.055203309,-2.805422884,-1.477386081,-0.303122962,-0.66545007,-0.45317691,0.037228849,-0.070193349,0.335836753,1.11963045,0.433686271,1.172261233,1.572735304,1.604985646,1.337588399,1.941853006,2.200938158,2.757478129,4.181920538,fake
1.395333656,-0.764396953,-0.925442274,-1.462238485,-2.19127201,-1.41368288,-1.49084936,-1.610946712,-1.984681452,-1.237901595,-0.756288806,-0.196000484,0.410797015,0.350203957,-0.221143863,0.132952583,0.331234799,0.92734667,1.233021958,1.267208903,1.638680566,2.012694076,2.292290568,3.050142158,3.670574039,8.091901108,1.361393222,-0.875679308,-1.570593734,-1.099820792,-1.386532912,-1.196494711,-1.226170049,-1.419292778,-1.880273502,-1.299543667,-0.66413248,-0.399556731,-0.191510607,-0.196873671,-0.119696381,0.447313737,0.307731498,0.632981491,1.053844023,1.05112985,1.210853212,2.096389479,2.085659166,2.799516981,3.784651969,8.219914102,fake
-0.044313954,-2.556269033,-2.218926545,-2.899732021,-2.978433563,-1.992718654,-2.475078174,-2.212148262,-1.3827017,-1.880395792,-1.480208749,-0.971715545,-1.235181972,-0.042986272,0.220949627,0.014428885,0.937573765,0.811869834,1.177560739,1.426342761,1.563760412,1.17399772,1.702245807,1.915672386,2.40284379,4.268042277,0.876829595,-0.999136967,-1.688537415,-2.265532727,-2.301884591,-1.138180155,-1.598311278,-1.883042871,-1.833185018,-1.786276993,-1.291109828,-0.611502023,-0.883333001,-0.090603613,0.250175582,-0.129853188,1.065073732,0.923570802,1.242884694,1.493421166,1.72370338,1.238563224,1.504947507,2.04211859,2.576411168,4.424382176,fake
0.505360877,-2.065773595,-2.184176074,-2.536009421,-2.812372539,-2.166051339,-2.016407369,-1.409514016,-1.34140362,-1.433524865,-1.263533683,-0.905804857,-0.32445771,-0.69703724,-0.262637618,0.256087923,0.684810886,1.082220121,1.355037026,1.759683051,1.798081839,1.540171349,1.814044058,2.523663144,2.612475533,4.687980102,0.812343216,-1.758254841,-2.62933348,-2.797287335,-1.678054141,-2.048006148,-1.950473357,-1.492660889,-1.057690781,-1.57651425,-1.224321855,-0.421859322,-0.295044651,-0.30013539,0.255233102,0.356440984,0.736862735,1.141609889,1.302628032,1.614528854,1.842671851,1.723176907,1.857983892,2.594721628,2.730963663,4.642486927,fake
1.80003189,-0.771571195,-1.754222355,-2.002646756,-2.131035115,-2.253840547,-2.010623627,-1.770313911,-1.841738559,-1.616254022,-2.04647743,-0.918647,-0.565326861,-1.043411499,-0.640130455,0.016213062,0.319669478,0.786774609,1.132318906,0.998678507,1.523467917,1.854434406,2.137771184,2.316565248,2.854119846,5.867735642,1.177804913,-0.938541501,-1.676763131,-2.147525427,-2.175271501,-2.109617311,-1.701332623,-2.346977033,-2.10525133,-2.159446878,-0.880030906,-0.221488049,-0.436158568,-1.113908954,-0.490609911,-0.426276357,-0.300844122,0.583062675,1.099438897,1.32553294,1.999052828,2.222607547,2.283747002,2.124199583,2.966481123,5.919972656,fake
1.324261574,-0.684474137,-2.4816754,-2.265251657,-2.138185028,-2.248470449,-1.783118939,-2.18609986,-2.406570554,-0.847956092,-0.525494786,-0.454755918,-0.613763641,-0.903862092,0.103604047,0.393993968,0.072601639,0.902865642,0.939307974,1.368406314,1.68955588,2.067655778,2.07040546,2.396770216,2.756368308,2.837753197,1.676197713,-0.808155107,-2.133765079,-1.321459537,-2.142766272,-2.433750139,-1.996739025,-2.255334588,-2.056251322,-1.141340448,-0.880381561,-0.377112592,-0.551759119,-0.992694671,-0.040815018,0.216247495,0.338052385,0.822288178,1.208474969,1.727946969,1.653371,2.338882867,2.084166879,2.502402872,2.456699206,2.586610136,fake
0.389803947,-1.036518996,-2.059368679,-2.291266909,-3.048413192,-3.153565944,-2.590037609,-1.994324117,-1.551846771,-1.264137371,-1.270982223,-1.273624108,-0.583330542,-0.457432328,-0.451380287,0.00220318,0.418052173,0.226752051,1.001730815,1.077188538,1.530987074,1.758602711,1.577603013,2.248369654,2.339159086,5.829843623,-0.345292957,-1.849912495,-2.970910528,-2.867508906,-3.267456455,-2.723690952,-2.333867269,-2.335233419,-1.454177891,-0.907535885,-1.119996185,-1.494046616,-0.802870289,0.241106801,-0.196723209,0.007096642,0.63646866,0.699633351,0.981211026,1.298510747,1.66853471,1.535666148,1.522398817,2.388308682,2.445261556,5.702108784,fake
0.275785387,-2.190059724,-3.185700066,-3.082844849,-2.932236753,-2.633413411,-3.211416247,-3.161746738,-1.615663359,-1.022872651,-0.508846331,-0.106385366,-0.332033694,-0.241506893,0.076341654,0.271024723,0.836853313,0.878586254,1.332365071,1.830181967,1.619831287,2.003154329,2.407653517,2.137835293,2.527448551,2.911782183,0.84052513,-0.66395146,-1.982220316,-1.94461997,-2.078623918,-2.494332106,-2.219528609,-2.464416772,-1.454343254,-0.879977607,-0.647398494,-0.466631165,-0.20298246,-0.578112051,0.18831166,0.173365885,0.689664099,0.842735953,1.345456712,1.931751379,1.876693491,1.959539049,2.313873468,2.24698492,2.61924082,3.036410322,fake
-0.582858135,-2.090910663,-3.866303327,-4.43545278,-3.999218373,-2.367565957,-2.140966185,-1.511277878,-1.741359541,-1.759192312,-1.755754073,-1.121562485,-0.553948239,-0.3296546,-0.017041497,0.533195916,0.286521436,0.561535275,0.618018225,0.796829705,1.438133877,1.855512912,2.029090196,2.648972571,2.32169779,2.813257742,0.594379704,-2.529556182,-1.197754759,-2.234316866,-2.805528249,-1.633008694,-1.863269984,-1.094515365,-1.161219919,-1.409196039,-1.4475897,-1.116011193,-1.075624391,-0.469869173,0.142997788,-0.125390484,0.303198321,0.999452827,0.824848537,0.583683629,1.065892769,1.354773936,1.867999615,2.581020597,2.41556776,3.118180617,fake
0.406203371,-0.5773684,1.274612754,0.881450189,-0.911928514,-0.336465108,-0.145406421,-0.322785955,1.174247542,1.240467906,1.893598028,3.410698163,2.335023788,2.055575684,3.110223538,3.210889391,3.035964537,3.566863599,3.340091201,4.223639283,3.590200673,3.806646759,4.062221669,3.714650685,4.884244358,4.768819134,0.44197367,-1.300100231,0.420781476,0.666082231,-1.009288073,-1.074484789,-0.226520247,-0.216080071,0.651956652,1.437691457,1.102162147,0.954464867,1.423596618,1.482522397,1.50276651,2.661771142,3.037573156,2.908778026,3.049169697,3.473720952,3.213624227,3.473232162,3.796986252,3.570924583,4.095912157,4.708576882,fake
0.759455028,-1.514559606,-2.711702502,-3.305975971,-2.691569239,-2.696735504,-2.906884158,-2.171624436,-1.710115399,-1.612628574,-0.64456833,-0.329141489,-0.15278801,0.078758349,-0.074659006,0.540773206,0.444146637,1.051957211,1.240902459,1.3089053,1.40616523,1.556555386,2.148726727,2.296851154,2.186149234,2.614749488,1.323066374,-0.348887012,-1.591119571,-1.954344511,-1.898067746,-2.302038362,-2.174155861,-2.314540572,-1.924757986,-1.425038027,-0.889724644,-0.248953161,-0.201801617,-0.097186049,-0.00777754,0.438040543,0.355495352,0.620260664,1.07075118,1.40034102,1.318750956,1.8131405,2.106056606,2.37144451,2.015974251,2.555610507,fake
2.14906691,-1.46046874,-3.352570939,-4.026177263,-3.431301933,-2.444026247,-1.500305818,-1.400865969,-1.416834873,-1.473345563,-1.432304565,-1.026914548,-0.243526252,-0.219131494,0.063716003,0.535005218,0.315335839,0.712064594,1.243588243,1.436637843,1.596186316,1.773912382,1.816995564,2.264144664,2.631326794,2.294485295,0.884028984,-0.613699282,-1.73832434,-2.172318265,-2.047890295,-1.8379699,-2.027534283,-1.578305847,-1.428661368,-1.621223872,-1.176424618,-0.980848623,-0.201664134,0.035000794,0.225581933,0.702912704,0.568648883,0.982992175,1.039548714,1.581185107,1.431306161,1.450804753,1.703879373,2.418886202,2.601025031,2.678911047,fake
1.722620876,-1.004504269,-2.517609867,-2.469852326,-2.089007716,-1.103554263,-2.024756889,-2.27280712,-1.579871532,-1.024594136,-1.329930441,-1.501806044,-0.724000909,-0.13329888,-0.502094593,0.225592849,-0.033700792,0.688241148,1.034916666,1.414007453,1.492955778,1.977743161,1.72000814,2.125641948,2.873727554,6.740525062,1.507631242,-0.765465679,-1.725127407,-2.283623534,-2.259384484,-1.762568606,-2.687720892,-1.661865178,-1.464249689,-1.277314967,-1.082599762,-1.003122704,-0.849784507,-0.283356358,-0.090330744,0.391704252,0.271663458,0.820102523,0.85174651,1.232254716,1.269351494,2.171157184,1.922631998,2.158232591,2.790818197,6.738460531,fake
-0.163702003,-3.034425237,-2.426830742,-2.687021647,-2.301365631,-2.575798026,-2.598422551,-1.870907454,-2.156520984,-1.50079787,-0.778692074,-1.548004027,-0.379870984,-0.318406199,-0.334252777,-0.027894549,0.309623803,0.73634467,1.21040442,1.159719949,1.155699864,2.111012976,2.557022514,2.14659859,2.596791789,4.591169017,0.041319542,-2.138099671,-2.591699116,-2.33408041,-1.849060879,-3.043533836,-2.187659749,-1.954248121,-1.893092876,-1.27745331,-0.839852197,-1.286425536,-0.735613788,-0.593647072,-0.254053388,-0.022246128,0.127209558,0.318051406,0.559385679,1.159028702,1.405706919,2.056279588,2.638384705,2.562793737,2.54773856,4.602049427,fake
1.84607014,-0.574477671,-1.846151577,-1.572775835,-3.112740997,-2.715692054,-2.502143173,-1.763936037,-1.756961897,-1.787917328,-0.093754326,-0.300279604,-0.570230832,0.101849387,0.431956974,0.254648283,0.060652587,0.845571824,1.37239004,1.182873174,1.549624279,1.9768639,2.350165849,2.827453547,2.63354025,5.080891417,1.371847387,-0.007524171,-0.75370164,-1.300019247,-1.966519937,-1.721980839,-1.998387605,-1.34510938,-1.36481556,-1.462037326,-0.369520509,-0.056420397,-0.718574455,-0.290334426,0.307704949,0.648116684,0.431949277,0.663363677,1.337588412,1.256201251,1.944461883,2.198648678,2.214060036,2.196148741,2.404856289,4.849462667,fake
0.050686338,-0.465538267,-1.590127542,-2.391788165,-2.092439598,-2.55846159,-3.12287991,-1.36474505,-1.084126462,-1.809030826,-1.774293472,-1.350850234,-0.304905201,-0.03680964,-0.373644351,0.427807999,0.614081324,0.649471998,0.897828336,0.763870353,1.70991245,1.568614454,1.971913437,2.739692195,2.702859052,5.23251672,1.468948662,0.000792861,-1.172970817,-2.163442982,-1.414362653,-2.508391335,-2.052290458,-1.412130265,-1.39285149,-1.625272055,-1.535291038,-1.203950645,-0.47405308,0.294045769,0.081288432,0.002810822,0.516090062,0.9290415,1.212477646,1.641056334,1.737722297,1.859252589,1.946512735,2.598473306,2.44473519,5.447183971,fake
-0.19584386,-1.280769853,-2.61045617,-2.436130587,-3.498303371,-2.871306269,-2.199472654,-1.91710163,-1.47586027,-1.389773619,-1.675558183,-0.909144597,-0.078773472,-0.692708945,-0.252086332,0.029302069,0.540290919,0.922639796,1.236584156,1.278726352,0.8415718,1.566473319,2.062550802,2.279203648,2.446554005,4.627849292,-0.441626871,-1.852012763,-2.146740801,-2.456075664,-2.321497128,-2.51635793,-2.127117992,-2.096767539,-1.852200888,-2.091501126,-1.511326145,-0.897693795,-0.275291553,-0.552675794,-0.045425422,0.366608707,0.140939954,0.571652268,0.999188727,1.422961791,1.233527153,1.583824198,1.91709359,2.168784888,2.603210536,4.7257021,fake
0.973398842,-2.242218049,-2.786295177,-2.976638015,-2.366146384,-3.134197634,-1.653392307,-1.371210739,-2.677109993,-1.563973965,-1.024404086,-0.913772685,-0.369687615,0.210176086,-0.351793378,0.230441355,-0.038850127,0.313587727,0.170148371,0.822953595,1.629307317,2.057550306,2.421322992,2.434193289,2.325220581,3.206827009,0.875211515,-1.158026957,-2.579693534,-3.246067493,-1.807772551,-2.672607603,-2.308297899,-1.876452634,-2.000015925,-1.460496455,-1.189049976,-0.495671892,-0.328293613,-0.078200039,-0.117306505,0.391724393,0.608602318,0.96843264,0.580013045,0.956895182,1.556368425,1.938783572,2.291809058,2.562976242,2.189926551,3.287112794,fake
1.470769026,-1.047010039,-2.627934035,-2.52144053,-1.762440227,-1.638676629,-1.851417723,-2.233464656,-1.804439566,-0.843426654,-1.443092441,-1.395284778,-0.536100226,0.162314507,-0.175952468,0.249963223,0.328125989,1.252713229,1.530447881,1.238520822,1.773770998,2.139749926,2.126516809,2.286996981,2.40405595,4.933915737,1.850447942,-0.356652909,-1.443292838,-2.444059177,-1.87105195,-1.848103855,-2.723885808,-2.062063739,-2.101458447,-1.017805545,-0.927153817,-1.207623116,-0.641170178,0.043973141,0.374789938,0.338360944,0.619424466,1.21690919,1.304213291,1.52161305,1.927012907,1.972853099,2.110606581,2.420686781,2.35338409,4.869512371,fake
0.710174351,-2.52560385,-2.859587831,-2.217936652,-2.713316796,-2.768109464,-2.717732403,-2.166005501,-1.558122354,-1.617306477,-1.405462079,-1.340506548,-0.9649324,-0.08458659,0.201588362,0.228212953,0.856155903,0.900603318,0.601563062,1.249930291,1.370064372,1.996521463,2.094706435,2.401429925,2.606010801,2.559007339,0.277921555,-1.359609922,-3.187680834,-3.029073015,-2.899457667,-3.045904511,-2.471997394,-2.286778062,-1.65528854,-1.821674415,-1.459035188,-1.02297953,-0.85656823,-0.095226106,0.063848197,0.242177708,1.039861666,0.764309732,0.240155663,1.310990387,1.258369854,2.061867134,2.257258274,2.46979109,2.541180003,2.551948022,fake
1.526041651,-0.976557487,-2.177310984,-2.011863506,-2.715482898,-2.773146318,-2.159722486,-1.196852441,-1.567559719,-1.478328153,-1.477954205,-1.005573803,-0.210917073,-0.172182096,-0.048975203,-0.09854452,0.418252308,0.679220062,1.371360564,1.172303042,1.993020978,1.999071145,2.323606393,2.643394312,2.756637826,5.109778371,-0.268404888,-1.203463885,-2.509304232,-2.721228861,-3.354221637,-2.74032267,-2.096193356,-1.368023985,-1.929307206,-1.918770481,-0.570295387,-0.258429946,-0.173211165,0.620261554,0.337284065,0.447620696,0.399714236,0.834919421,1.49576477,1.636279738,2.152041474,2.160455525,2.017287294,2.536543956,2.772571732,5.10143362,fake
0.81905135,-2.073034012,-3.538488159,-2.07415613,-2.574025462,-2.313711816,-2.685011409,-2.345865217,-1.861644705,-1.100212724,-1.10573768,-1.26887931,-1.178737253,-0.43768407,-0.345040958,0.264211892,0.218462353,0.517262824,0.606772651,1.150715297,1.421265566,1.494377255,2.190734956,2.504643055,2.829143817,4.803034212,1.920987639,-0.527040032,-1.67492077,-1.947244388,-2.219126392,-2.070278015,-2.227544955,-2.197661715,-1.970726432,-1.552720823,-1.467737336,-1.097202496,-0.866993069,-0.264549951,-0.119180124,0.430000095,0.447361589,0.381124803,0.833777664,1.488024431,1.461844633,1.704547762,2.220506828,2.362933071,2.606639972,4.752330806,fake
